code	label	tree
M8439	M8439 (Fracture par sollicitation excessive, non classée ailleurs   Siège non précisé)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M84 (ANOM. DE LA CONTINUITE OSSEUSE)-M8439 (Fracture par sollicitation excessive, non classée ailleurs   Siège non précisé)
Y264	Y264 (( CIM10 : Y26.4 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y26 (Y26)-Y264 (( CIM10 : Y26.4 ))
M8392	M8392 (Ostéomalacie de l'adulte, sans précision   Bras)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M83 (OSTEOMALACIE DE L'ADULTE)-M8392 (Ostéomalacie de l'adulte, sans précision   Bras)
O234	O234 (Infection non précisée de l'appareil urinaire au cours de la grossesse)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O23 (INFECT. DE L'APP. GEN URIN. AU COURS DE LA GROSS.)-O234 (Infection non précisée de l'appareil urinaire au cours de la grossesse)
D059	D059 (Carcinome in situ du sein, sans précision)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D05 (CARC. IN SITU DU SEIN)-D059 (Carcinome in situ du sein, sans précision)
E441	E441 (Malnutrition protéino énergétique légère)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E44 (MALNUTRITION PROTEINO ENERGETIQUE LEGERE OU MODEREE)-E441 (Malnutrition protéino énergétique légère)
N251	N251 (Diabète insipide néphrogénique)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N25 (AFF. DUES A UNE TUBULOPATHIE)-N251 (Diabète insipide néphrogénique)
M4012	M4012 (Autres cyphoses secondaires   Région cervicale)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M40 (CYPHOSE ET LORDOSE)-M4012 (Autres cyphoses secondaires   Région cervicale)
L604	L604 (Lignes de Beau)	ICD10FR (code CIM10)-Chap12 (MALADIES PEAU ET TISSU SS CUTANE)-L60 (MAL. DES ONGLES)-L604 (Lignes de Beau)
Y33	Y33 (Y33)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y33 (Y33)
F641	F641 (Travestisme bivalent)	ICD10FR (code CIM10)-Chap5 (TROUBLES MENTAUX)-F64 (Tbl. DE L'IDENTITE SEXUELLE)-F641 (Travestisme bivalent)
H539	H539 (Trouble de la vision, sans précision)	ICD10FR (code CIM10)-Chap7 (MALADIES OEIL ET ANNEXES)-H53 (Tbl. DE LA VISION)-H539 (Trouble de la vision, sans précision)
A790	A790 (Fièvres des tranchées)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A79 (RICKETTSIOSES, NCA)-A790 (Fièvres des tranchées)
P749	P749 (Anomalie métabolique transitoire du nouveau né, sans précision)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P74 (ANOM. ELECTROLYTIQUES ET METAB. TRANSIT. DU N.N., NCA)-P749 (Anomalie métabolique transitoire du nouveau né, sans précision)
A281	A281 (Maladie des griffes du chat)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A28 (ANTHROPOZOONOSES BACT., NCA)-A281 (Maladie des griffes du chat)
C942	C942 (Leucémie (aiguë) à mégacaryocytes)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C94 (LEUCEMIES A CELL. PREC., NCA)-C942 (Leucémie (aiguë) à mégacaryocytes)
M0363	M0363 (Arthropathie réactionnelle au cours d'autres maladies classées ailleurs   Articulation du poignet)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M03 (ARTHROPATHIES POST INFECT. ET REACTIONNELLES AVEC MAL. CL. A)-M0363 (Arthropathie réactionnelle au cours d'autres maladies classées ailleurs   Articulation du poignet)
W652	W652 (( CIM10 : W65.2 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W65 (W65)-W652 (( CIM10 : W65.2 ))
E144	E144 (Diabète sucré, sans précision, avec complications neurologiques)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E14 (DIABETE SUCRE, SAI)-E144 (Diabète sucré, sans précision, avec complications neurologiques)
M332	M332 (Polymyosite)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M33 (DERMATOPOLYMYOSITE)-M332 (Polymyosite)
T512	T512 (Effet toxique du 2 Propanol)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T51 (INTOX. PAR L'ALCOOL)-T512 (Effet toxique du 2 Propanol)
X411	X411 (( CIM10 : X41.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X41 (X41)-X411 (( CIM10 : X41.1 ))
M9013	M9013 (Périostite au cours d'autres maladies infectieuses classées ailleurs   Avant bras)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M90 (OSTEOPATHIE AVEC MAL. CL. AILL.)-M9013 (Périostite au cours d'autres maladies infectieuses classées ailleurs   Avant bras)
A428	A428 (Autres formes d'actinomycose)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A42 (ACTINOMYCOSE)-A428 (Autres formes d'actinomycose)
W770	W770 (( CIM10 : W77.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W77 (W77)-W770 (( CIM10 : W77.0 ))
O890	O890 (Complications pulmonaires de l'anesthésie au cours de la puerpéralité)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O89 (COMPLIC. DE L'ANEST. AU COURS DE LA PUERP.)-O890 (Complications pulmonaires de l'anesthésie au cours de la puerpéralité)
P140	P140 (Paralysie de Duchenne Erb due à un traumatisme obstétrical)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P14 (LES. DU SYST. NERV. PERIPH. DUE A UN TRAUMA. OBST.)-P140 (Paralysie de Duchenne Erb due à un traumatisme obstétrical)
C811	C811 (Maladie de Hodgkin avec sclérose nodulaire)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C81 (MAL. DE HODGKIN)-C811 (Maladie de Hodgkin avec sclérose nodulaire)
E120	E120 (Diabète sucré de malnutrition, avec coma)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E12 (DIABETE SUCRE DE MALNUTRITION)-E120 (Diabète sucré de malnutrition, avec coma)
R301	R301 (Ténesme vésical)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R30 (DOULEUR A LA MICTION)-R301 (Ténesme vésical)
L291	L291 (Prurit scrotal)	ICD10FR (code CIM10)-Chap12 (MALADIES PEAU ET TISSU SS CUTANE)-L29 (PRURIT)-L291 (Prurit scrotal)
X065	X065 (( CIM10 : X06.5 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X06 (X06)-X065 (( CIM10 : X06.5 ))
P964	P964 (Interruption de la grossesse, fotus et nouveau né)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P96 (AFF. DONT L'ORIGINE SE SITUE DANS LA PERIODE PERINAT., NCA)-P964 (Interruption de la grossesse, fotus et nouveau né)
N768	N768 (Autres inflammations précisées du vagin et de la vulve)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N76 (INFL. DU VAGIN ET DE LA VULVE, NCA)-N768 (Autres inflammations précisées du vagin et de la vulve)
G242	G242 (Dystonie idiopathique non familiale)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G24 (DYSTONIE)-G242 (Dystonie idiopathique non familiale)
C04	C04 (T.M. DU PLANCHER DE LA BOUCHE)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C04 (T.M. DU PLANCHER DE LA BOUCHE)
Y30	Y30 (Y30)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y30 (Y30)
K07W	K07W (CLASSE 3 AVEC AU MOINS UNE COMPLICATION ALVEOLAIRE)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K07 (ANOM. DENTO FACIALES)-K07W (CLASSE 3 AVEC AU MOINS UNE COMPLICATION ALVEOLAIRE)
F150	F150 (Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine : intoxication aiguë)	ICD10FR (code CIM10)-Chap5 (TROUBLES MENTAUX)-F15 (Tbl. MENT. DUS A STIMUL. NCA.)-F150 (Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine : intoxication aiguë)
R688	R688 (Autres symptômes et signes généraux précisés)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R68 (SYMPT. ET SIGNES Gx., NCA)-R688 (Autres symptômes et signes généraux précisés)
X831	X831 (( CIM10 : X83.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X83 (X83)-X831 (( CIM10 : X83.1 ))
Y720	Y720 (( CIM10 : Y72.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y72 (Y72)-Y720 (( CIM10 : Y72.0 ))
C677	C677 (Tumeur maligne de l'ouraque)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C67 (T.M. DE LA VESSIE)-C677 (Tumeur maligne de l'ouraque)
M4213	M4213 (Ostéochondrite vertébrale de l'adulte   Région cervico dorsale)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M42 (OSTEOCHONDRITE VERTEB.)-M4213 (Ostéochondrite vertébrale de l'adulte   Région cervico dorsale)
D230	D230 (Tumeur bénigne de la peau de la lèvre)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D23 (T.B. DE LA PEAU, NCA)-D230 (Tumeur bénigne de la peau de la lèvre)
Z991+1	Z991+1 (Dépendance envers un respirateur : ventilation par masque nasal)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z99 (DEPENDANCE ENVERS DES MACHINES ET APP. AUXILIAIRES, NCA)-Z991+1 (Dépendance envers un respirateur : ventilation par masque nasal)
M22	M22 (LES. DE LA ROTULE)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M22 (LES. DE LA ROTULE)
R76	R76 (ANOM. DE RES. IMMUN. SERIQUES, NCA)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R76 (ANOM. DE RES. IMMUN. SERIQUES, NCA)
W568	W568 (( CIM10 : W56.8 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W56 (W56)-W568 (( CIM10 : W56.8 ))
E506	E506 (Avitaminose A avec cicatrices xérophtalmiques de la cornée)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E50 (AVITAMINOSE A)-E506 (Avitaminose A avec cicatrices xérophtalmiques de la cornée)
G823	G823 (Tétraplégie flasque)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G82 (PARAPLEGIE ET TETRAPLEGIE)-G823 (Tétraplégie flasque)
M7204	M7204 (Fibromatose de l'aponévrose palmaire (Dupuytren)   Main)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M72 (AFF. FIBROBLASTIQUES)-M7204 (Fibromatose de l'aponévrose palmaire (Dupuytren)   Main)
Y513	Y513 (( CIM10 : Y51.3 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y51 (Y51)-Y513 (( CIM10 : Y51.3 ))
Z880	Z880 (Antécédents personnels d'allergie à la pénicilline)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z88 (Atcd. PERS. D'ALLERGIE A DES MEDICAM. ET DES SUBST. BIOL.)-Z880 (Antécédents personnels d'allergie à la pénicilline)
M8408	M8408 (Fracture mal consolidée   Autres localisations)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M84 (ANOM. DE LA CONTINUITE OSSEUSE)-M8408 (Fracture mal consolidée   Autres localisations)
X207	X207 (( CIM10 : X20.7 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X20 (X20)-X207 (( CIM10 : X20.7 ))
R21	R21 (RASH ET AUTRES ERUPTIONS CUTANEES NON SPECIFIQUES)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R21 (RASH ET AUTRES ERUPTIONS CUTANEES NON SPECIFIQUES)
D223	D223 (Nævus à mélanocytes des parties de la face, autres et non précisées)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D22 (NAEVUS A MELANOCYTES)-D223 (Nævus à mélanocytes des parties de la face, autres et non précisées)
B710	B710 (Hyménolépiase)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B71 (INFECT. A CESTODES, NCA)-B710 (Hyménolépiase)
X230	X230 (( CIM10 : X23.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X23 (X23)-X230 (( CIM10 : X23.0 ))
M6016	M6016 (Myosite interstitielle   Jambe)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M60 (MYOSITE)-M6016 (Myosite interstitielle   Jambe)
T420	T420 (Intoxication par dérivés de l'hydantoïne)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T42 (INTOX. PAR ANTI EPILEP., SEDATIFS, HYPNOTIQUES ET ANTI PARKI)-T420 (Intoxication par dérivés de l'hydantoïne)
D337	D337 (Tumeur bénigne d'autres parties précisées du système nerveux central)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D33 (T.B. DU CERVEAU ET D'AUTRES PARTIES DU S.N.C.)-D337 (Tumeur bénigne d'autres parties précisées du système nerveux central)
M1123	M1123 (Autre chondrocalcinose   Articulation du poignet)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M11 (ARTHROPATHIES DUES A DES MICROCRISTAUX, NCA)-M1123 (Autre chondrocalcinose   Articulation du poignet)
M7113	M7113 (Autres bursites infectieuses   Avant bras)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M71 (BURSITES, NCA)-M7113 (Autres bursites infectieuses   Avant bras)
Z033	Z033 (Mise en observation pour suspicion d'affection du système nerveux)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z03 (OBS. ET EX. MED. POUR SUSPICION DE MAL.)-Z033 (Mise en observation pour suspicion d'affection du système nerveux)
B378	B378 (Autres localisations de candidose)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B37 (CANDIDOSE)-B378 (Autres localisations de candidose)
M6106	M6106 (Myosite ossifiante traumatique   Jambe)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M61 (CALCIFICATION ET OSSIFICATION DE MUSCLES)-M6106 (Myosite ossifiante traumatique   Jambe)
S665	S665 (Lésion traumatique de muscles et de tendons intrinsèques d'un autre doigt au niveau du poignet et de la main)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S66 (LES. TRAUMA. DE TENDONS NIV. POIGNET, MAIN)-S665 (Lésion traumatique de muscles et de tendons intrinsèques d'un autre doigt au niveau du poignet et de la main)
M0894	M0894 (Polyarthrite juvénile, sans précision   Articulations de la main)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M08 (POLYARTHRITES JUV.)-M0894 (Polyarthrite juvénile, sans précision   Articulations de la main)
G409	G409 (Épilepsie, sans précision)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G40 (EPILEP.)-G409 (Épilepsie, sans précision)
M8549	M8549 (Kyste solitaire des os   Siège non précisé)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M85 (ANOM. DE LA DENSITE ET DE LA STRUCTURE OSSEUSES, NCA)-M8549 (Kyste solitaire des os   Siège non précisé)
Q704	Q704 (Polysyndactylie)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q70 (SYNDACTYLIE)-Q704 (Polysyndactylie)
T000	T000 (Lésions traumatiques superficielles de la tête avec lésions traumatiques superficielles du cou)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T00 (LES. TRAUMA. SUPERF. DE PLUS. PARTIES DU CORPS)-T000 (Lésions traumatiques superficielles de la tête avec lésions traumatiques superficielles du cou)
P3649	P3649 (Infection du nouveau né à Escherichia coli)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P36 (INFECT. BACT. DU N.N.)-P3649 (Infection du nouveau né à Escherichia coli)
V506	V506 (( CIM10 : V50.6 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V50 (V50)-V506 (( CIM10 : V50.6 ))
G478	G478 (Autres troubles du sommeil)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G47 (Tbl. DU SOMMEIL)-G478 (Autres troubles du sommeil)
M465	M465 (Autres spondylopathies infectieuses)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M46 (SPONDYLOPATHIES INFL., NCA)-M465 (Autres spondylopathies infectieuses)
D22	D22 (NAEVUS A MELANOCYTES)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D22 (NAEVUS A MELANOCYTES)
Z992+8	Z992+8 (Dépendance envers une dialyse rénale, autre)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z99 (DEPENDANCE ENVERS DES MACHINES ET APP. AUXILIAIRES, NCA)-Z992+8 (Dépendance envers une dialyse rénale, autre)
M9083	M9083 (Ostéopathie au cours d'autres maladies classées ailleurs   Avant bras)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M90 (OSTEOPATHIE AVEC MAL. CL. AILL.)-M9083 (Ostéopathie au cours d'autres maladies classées ailleurs   Avant bras)
B212	B212 (Maladie par VIH à l'origine d'autres lymphomes non hodgkiniens)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B21 (IMMUNODEFICIENCE HUMAINE VIRALE, A L'ORIGINE DE TUM. MAL.)-B212 (Maladie par VIH à l'origine d'autres lymphomes non hodgkiniens)
V355	V355 (( CIM10 : V35.5 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V35 (V35)-V355 (( CIM10 : V35.5 ))
K07I	K07I (CLASSE 2 DIV 1  AVEC AU MOINS UNE COMPLICATION SQUELETTIQUE)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K07 (ANOM. DENTO FACIALES)-K07I (CLASSE 2 DIV 1  AVEC AU MOINS UNE COMPLICATION SQUELETTIQUE)
Z230	Z230 (Nécessité d'une vaccination contre le choléra seul)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z23 (VACC. CONTRE UNE SEULE MAL. BACT.)-Z230 (Nécessité d'une vaccination contre le choléra seul)
M4948	M4948 (Spondylopathie neurologique   Région sacrée et sacro coccygienne)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M49 (SPONDYLOPATHIES AVEC MAL. CL. AILL.)-M4948 (Spondylopathie neurologique   Région sacrée et sacro coccygienne)
T143	T143 (Luxation, entorse et foulure d'une partie du corps non précisée)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T14 (LES. TRAUMA. D'UNE PARTIE DU CORPS SAI)-T143 (Luxation, entorse et foulure d'une partie du corps non précisée)
H21	H21 (AFF. DE L'IRIS ET DU CORPS CILIAIRE, NCA)	ICD10FR (code CIM10)-Chap7 (MALADIES OEIL ET ANNEXES)-H21 (AFF. DE L'IRIS ET DU CORPS CILIAIRE, NCA)
W073	W073 (( CIM10 : W07.3 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W07 (W07)-W073 (( CIM10 : W07.3 ))
V625	V625 (( CIM10 : V62.5 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V62 (V62)-V625 (( CIM10 : V62.5 ))
M2432	M2432 (Luxation et subluxation pathologiques d'une articulation, non classées ailleurs   Articulation du coude)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M24 (LES. ARTIC. SPECIFIQUES, NCA)-M2432 (Luxation et subluxation pathologiques d'une articulation, non classées ailleurs   Articulation du coude)
Y365	Y365 (( CIM10 : Y36.5 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y36 (Y36)-Y365 (( CIM10 : Y36.5 ))
J959	J959 (Trouble respiratoire après un acte à visée diagnostique et thérapeutique, sans précision)	ICD10FR (code CIM10)-Chap10 (MALADIES APPAREIL RESPIRATOIRE)-J95 (Tbl. RESP. APRES UN ACTE, NCA)-J959 (Trouble respiratoire après un acte à visée diagnostique et thérapeutique, sans précision)
S3761	S3761 (Lésion traumatique de l'utérus, avec plaie intra pelvienne)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S37 (LES. TRAUMA. DES ORG. PELVIENS)-S3761 (Lésion traumatique de l'utérus, avec plaie intra pelvienne)
N828	N828 (Autres fistules de l'appareil génital de la femme)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N82 (FISTULES DE L'APP. GEN. DE LA FEMME)-N828 (Autres fistules de l'appareil génital de la femme)
N511	N511 (Affections du testicule et de l'épididyme au cours de maladies classées ailleurs)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N51 (AFF. DES ORG. GEN. DE L'HOMME AVEC MAL. CL. AILL.)-N511 (Affections du testicule et de l'épididyme au cours de maladies classées ailleurs)
Q053	Q053 (Spina bifida sacré, avec hydrocéphalie)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q05 (SPINA BIFIDA)-Q053 (Spina bifida sacré, avec hydrocéphalie)
W194	W194 (( CIM10 : W19.4 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W19 (W19)-W194 (( CIM10 : W19.4 ))
M1316	M1316 (Monoarthrite, non classée ailleurs   Articulation du genou)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M13 (ARTHRITES, NCA)-M1316 (Monoarthrite, non classée ailleurs   Articulation du genou)
X960	X960 (( CIM10 : X96.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X96 (X96)-X960 (( CIM10 : X96.0 ))
E40	E40 (KWASHIORKOR)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E40 (KWASHIORKOR)
Z081	Z081 (Examen de contrôle après radiothérapie pour tumeur maligne)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z08 (EX. DE Ctrl. APRES TRAITEMENT D'UNE TUM. MALIGNE)-Z081 (Examen de contrôle après radiothérapie pour tumeur maligne)
M6222	M6222 (Infarcissement ischémique musculaire   Bras)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M62 (ATTEINTES MUSC., NCA)-M6222 (Infarcissement ischémique musculaire   Bras)
M709	M709 (Affection des tissus mous par sollicitation excessive, sans précision)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M70 (AFF. DES TISSUS MOUS PAR SOLLICITATION EXCESSIVE DE L'ARTIC.)-M709 (Affection des tissus mous par sollicitation excessive, sans précision)
Z586	Z586 (Difficultés liées à un approvisionnement insuffisant en eau potable)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z58 (DIFF. LIEES A L'ENVIR. PHYS.)-Z586 (Difficultés liées à un approvisionnement insuffisant en eau potable)
M0213	M0213 (Arthropathie post dysentérique   Articulation du poignet)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M02 (ARTHROPATHIES REACTIONNELLES)-M0213 (Arthropathie post dysentérique   Articulation du poignet)
Q357	Q357 (Fente de la luette)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q35 (FENTE PALATINE)-Q357 (Fente de la luette)
Y50	Y50 (Y50)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y50 (Y50)
Chap20	Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)
F70	F70 (RETARD MENT. LEGER)	ICD10FR (code CIM10)-Chap5 (TROUBLES MENTAUX)-F70 (RETARD MENT. LEGER)
L029	L029 (Abcès cutané, furoncle et anthrax, sans précision)	ICD10FR (code CIM10)-Chap12 (MALADIES PEAU ET TISSU SS CUTANE)-L02 (ABCES CUTANE, FURONCLE ET ANTHRAX)-L029 (Abcès cutané, furoncle et anthrax, sans précision)
T42	T42 (INTOX. PAR ANTI EPILEP., SEDATIFS, HYPNOTIQUES ET ANTI PARKI)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T42 (INTOX. PAR ANTI EPILEP., SEDATIFS, HYPNOTIQUES ET ANTI PARKI)
